Clients,Farms,Fields,Machine Name,Equipment,Operators,Varieties,Work,Crop Type,Area Harvested,Unit,Moisture,Unit,Dry Yield,Unit,Total Dry Yield,Unit,Wet Weight,Unit,Total Wet Weight,Unit,Speed,Unit,Harvest Time,Unit,Productivity,Unit,Total Fuel,Unit,Fuel Rate (Area),Unit,Fuel Rate (Time),Unit,Throughput (Wet),Unit,Throughput (Wet),Unit,Fuel Efficiency,Unit,Crude Protein,Unit,Metabolizable Energy,Unit,Dry Matter,Unit,Neutral Detergent Fiber,Unit,Acid Detergent Fiber,Unit,Length Of Cut,Unit,Inoculant Dosing High Rate,Unit,Inoculant Dosing High Total,Unit,Sugar,Unit,Crude Ash,Unit,Crude Fiber,Unit,Crude Fat,Unit,First Harvested,Last Harvested
Mcdonald,kelloe mains,Lodge,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,4TH CUT,"Forage Harvesting Grass Forage - Oct 3, 2023",Grass Forage,17.14518811,ha,60.09284181,%,4.682454826,t/ha,80.28156883,t,11.73337075,t/ha,201.1708487,t,8.917873304,km/hr,6422.967,sec,9.609683065,ha/hr,184.4874455,l,10.76030454,l/ha,103.4031163,l/hr,108.2765302,t/hr,108.2765302,t/hr,0.414518079,t/l,13.95400235,%,9.71099834,MJ/kg,39.90715819,%,51.96099288,%,27.89374477,%,15.65225558,mm,0,l/t,0,l,8.869049873,%,9.392003291,%,25.68985936,%,2.871193473,%,"Oct 03, 2023","Oct 03, 2023"
Mcdonald,kelloe mains,Manderston,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,1ST Cut,"Forage Harvesting Grass Forage - May 18, 2023",Grass Forage,12.78494868,ha,69.18204591,%,7.141920346,t/ha,91.30908507,t,23.17454405,t/ha,296.2853563,t,9.607477425,km/hr,4987.637,sec,9.227532665,ha/hr,133.8459246,l,10.46953092,l/ha,96.60793852,l/hr,---,---,213.847123,t/hr,0.682135126,t/l,12.70845669,%,10.00961056,MJ/kg,30.81795409,%,50.03862618,%,27.55712057,%,21.9964,mm,0,l/t,---,---,10.15992869,%,9.152634349,%,27.50825501,%,2.897830274,%,"May 18, 2023","May 18, 2023"
Mcdonald,kelloe mains,Manderston,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,2ND CUT,"Forage Harvesting Grass Forage - Jun 13, 2023",Grass Forage,12.9477698,ha,55.59142342,%,0.909853733,t/ha,11.78057668,t,2.048824356,t/ha,26.52770611,t,13.40922701,km/hr,2904.735,sec,16.04577745,ha/hr,47.00236668,l,3.630403898,l/ha,58.25265301,l/hr,---,---,32.87391774,t/hr,0.250577198,t/l,15.72837501,%,---,---,44.40857658,%,42.53809684,%,22.4775985,%,27.98869063,mm,0,l/t,---,---,14.30812761,%,7.774638277,%,16.80632767,%,---,---,"Jun 13, 2023","Jun 13, 2023"
Mcdonald,kelloe mains,Manderston,8400i - SK16 GTY (R Wood),1Z08400YJGR515326,Unknown Operator,3RD CUT,"Forage Harvesting Grass Forage - Jul 20, 2023",Grass Forage,12.89594905,ha,66.69971353,%,3.301469617,t/ha,42.57558397,t,9.914237885,t/ha,127.8535066,t,12.83544709,km/hr,3163.134,sec,14.67703125,ha/hr,86.27662515,l,6.690211385,l/ha,98.19244159,l/hr,---,---,145.5115793,t/hr,0.493477624,t/l,---,---,---,---,33.30028647,%,---,---,---,---,17.9832,mm,0,l/t,---,---,---,---,---,---,---,---,---,---,"Jul 20, 2023","Jul 20, 2023"
Mcdonald,kelloe mains,Manderston,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,4TH CUT,"Forage Harvesting Grass Forage - Oct 3, 2023",Grass Forage,12.91695241,ha,61.11458781,%,4.658972922,t/ha,60.17973152,t,11.98128722,t/ha,154.7617169,t,8.53392105,km/hr,4984.451,sec,9.329074732,ha/hr,147.3344694,l,11.40646208,l/ha,106.4117372,l/hr,108.9122179,t/hr,108.9122179,t/hr,0.393035088,t/l,13.82196836,%,9.403934198,MJ/kg,38.88541219,%,52.70277215,%,29.24119612,%,15.31190818,mm,0,l/t,0,l,7.705165147,%,9.495677448,%,26.18927265,%,2.75020779,%,"Oct 03, 2023","Oct 03, 2023"
Mcdonald,kelloe mains,paradise,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,1ST Cut,"Forage Harvesting Grass Forage - May 16, 2023",Grass Forage,2.427817292,ha,72.63546731,%,4.862451187,t/ha,11.80514307,t,17.76917312,t/ha,43.14030576,t,10.50509332,km/hr,772.98,sec,11.30707425,ha/hr,19.97291284,l,8.226695191,l/ha,93.01985332,l/hr,---,---,200.9173598,t/hr,0.591057657,t/l,11.766475,%,10.37918468,MJ/kg,27.36453269,%,47.48127,%,26.87870511,%,21.9964,mm,0,l/t,---,---,11.80372981,%,9.156509777,%,26.3576035,%,2.784163684,%,"May 16, 2023","May 16, 2023"
Mcdonald,kelloe mains,paradise,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,2ND CUT,"Forage Harvesting Grass Forage - Jun 14, 2023",Grass Forage,2.442829431,ha,64.10670604,%,0.905618634,t/ha,2.212271853,t,2.523085887,t/ha,6.163468462,t,12.20094737,km/hr,629.978,sec,13.9595128,ha/hr,10.24064537,l,4.192124606,l/ha,58.52001709,l/hr,---,---,35.22104972,t/hr,0.216013952,t/l,15.86213808,%,---,---,35.89329396,%,42.7290834,%,21.85622995,%,24.9936,mm,0,l/t,---,---,14.28360112,%,8.70909272,%,17.59923772,%,---,---,"Jun 14, 2023","Jun 14, 2023"
Mcdonald,kelloe mains,paradise,8400i - SK16 GTY (R Wood),1Z08400YJGR515326,Unknown Operator,3RD CUT,"Forage Harvesting Grass Forage - Jul 20, 2023",Grass Forage,1.852779435,ha,78.25281943,%,4.719433873,t/ha,8.744070023,t,21.70135967,t/ha,40.20783291,t,11.50544514,km/hr,710.175,sec,9.390383786,ha/hr,17.75445072,l,9.584313686,l/ha,90.00038384,l/hr,---,---,203.7734192,t/hr,0.491594825,t/l,---,---,---,---,21.74718057,%,---,---,---,---,17.98050043,mm,0,l/t,---,---,---,---,---,---,---,---,---,---,"Jul 20, 2023","Jul 20, 2023"
Mcdonald,kelloe mains,paradise,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,4TH CUT,"Forage Harvesting Grass Forage - Oct 3, 2023",Grass Forage,2.397226957,ha,71.28391508,%,2.575583278,t/ha,6.174257664,t,8.96913101,t/ha,21.50104264,t,11.81616764,km/hr,665.378,sec,12.97009677,ha/hr,17.36507331,l,7.243816969,l/ha,93.95300705,l/hr,108.2193363,t/hr,108.2193363,t/hr,0.326329294,t/l,13.65674288,%,9.643196439,MJ/kg,28.71608492,%,52.83783988,%,28.96915183,%,16.9926,mm,0,l/t,0,l,7.940278112,%,9.43360822,%,25.96491555,%,2.841503935,%,"Oct 03, 2023","Oct 03, 2023"
Mcdonald,kelloe mains,Robins croft,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,4TH CUT,"Forage Harvesting Grass Forage - May 19, 2023",Grass Forage,0.000511632,ha,56.88500651,%,39.85812859,t/ha,0.020392678,t,92.44609673,t/ha,0.047298344,t,4.370193456,km/hr,0.406,sec,2.373088079,ha/hr,0.00452,l,16.88888756,l/ha,40.07881773,l/hr,---,---,364.2326876,t/hr,3.135328942,t/l,10.11414969,%,9.4,MJ/kg,43.11499349,%,31.13885669,%,18.52292316,%,11.08215573,mm,0,l/t,---,---,5.521999313,%,7.22737554,%,18.03646519,%,1.598361898,%,"May 19, 2023","May 19, 2023"
Mcdonald,kelloe mains,Robins croft,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,1ST Cut,"Forage Harvesting Grass Forage - May 19, 2023",Grass Forage,31.82350406,ha,66.82720419,%,7.690094164,t/ha,244.7257428,t,23.18192958,t/ha,737.73023,t,9.615505337,km/hr,12467.546,sec,9.188932603,ha/hr,338.7144619,l,10.64364045,l/ha,97.80369472,l/hr,---,---,213.0167059,t/hr,0.722483339,t/l,11.95956165,%,9.901864967,MJ/kg,33.17279581,%,50.98014365,%,28.0039858,%,21.9964,mm,0,l/t,---,---,10.87905524,%,8.844979158,%,28.32793877,%,2.873497426,%,"May 19, 2023","May 19, 2023"
Mcdonald,kelloe mains,Robins croft,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,2ND CUT,"Forage Harvesting Grass Forage - Jun 14, 2023",Grass Forage,32.00235331,ha,66.43158535,%,0.766500233,t/ha,24.52981127,t,2.283397178,t/ha,73.07408325,t,13.39897694,km/hr,6938.178,sec,16.60500378,ha/hr,109.4237902,l,3.419241989,l/ha,56.77652614,l/hr,---,---,37.91581878,t/hr,0.224164227,t/l,14.73124643,%,---,---,33.56841465,%,41.70780595,%,21.67508695,%,24.9936,mm,0,l/t,---,---,17.08765463,%,7.726679739,%,15.82160112,%,---,---,"Jun 14, 2023","Jun 14, 2023"
Mcdonald,kelloe mains,Robins croft,8400i - SK16 GTY (R Wood),1Z08400YJGR515326,Unknown Operator,3RD CUT,"Forage Harvesting Grass Forage - Jul 21, 2023",Grass Forage,32.02310758,ha,70.70250972,%,3.235798568,t/ha,103.6203256,t,11.04462716,t/ha,353.6832836,t,12.07083606,km/hr,8219.339,sec,14.02568191,ha/hr,220.9005247,l,6.897186187,l/ha,96.75253558,l/hr,---,---,154.9102453,t/hr,0.468985589,t/l,---,---,---,---,29.29749028,%,---,---,---,---,17.18442006,mm,0,l/t,---,---,---,---,---,---,---,---,---,---,"Jul 21, 2023","Jul 21, 2023"
Mcdonald,kelloe mains,Robins croft,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,4TH CUT,"Forage Harvesting Grass Forage - Oct 11, 2023",Grass Forage,31.86102035,ha,49.92794192,%,4.34698545,t/ha,138.4993919,t,8.681459512,t/ha,276.6001582,t,12.22520081,km/hr,8160.368,sec,14.05526453,ha/hr,226.7572439,l,7.117293949,l/ha,100.0354492,l/hr,118.3908852,t/hr,118.3908852,t/hr,0.590793335,t/l,12.98437269,%,8.78549636,MJ/kg,50.07205808,%,55.36868147,%,34.41759851,%,15.9766,mm,1.3343927,l/t,368.992622,l,6.326386713,%,10.16210762,%,28.88850237,%,2.585943031,%,"Oct 11, 2023","Oct 11, 2023"
Mcdonald,kelloe mains,stackyard,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,1ST Cut,"Forage Harvesting Grass Forage - May 16, 2023",Grass Forage,25.60374301,ha,75.06703944,%,6.290320694,t/ha,161.0557545,t,25.22893612,t/ha,645.955197,t,8.553810451,km/hr,9264.58,sec,9.948175707,ha/hr,261.0166272,l,10.19533478,l/ha,101.4249818,l/hr,---,---,250.9877201,t/hr,0.616947523,t/l,12.66839807,%,10.2238514,MJ/kg,24.93296056,%,48.89515832,%,27.38450954,%,21.99590779,mm,0,l/t,---,---,8.691056686,%,9.417852479,%,26.8776716,%,2.821457386,%,"May 16, 2023","May 16, 2023"
Mcdonald,kelloe mains,stackyard,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,2ND CUT,"Forage Harvesting Grass Forage - Jun 13, 2023",Grass Forage,24.70760984,ha,71.17968587,%,1.551743205,t/ha,38.33986568,t,5.384199485,t/ha,133.0307002,t,12.54430197,km/hr,6271.927,sec,14.18085889,ha/hr,137.2684762,l,5.556096536,l/ha,78.79022098,l/hr,---,---,76.35632741,t/hr,0.279212856,t/l,14.34438892,%,---,---,28.82031413,%,44.16991046,%,24.88333469,%,25.45611976,mm,0,l/t,---,---,13.95151594,%,8.800391927,%,18.38394699,%,---,---,"Jun 13, 2023","Jun 13, 2023"
Mcdonald,kelloe mains,stackyard,8400i - SK16 GTY (R Wood),1Z08400YJGR515326,Unknown Operator,3RD CUT,"Forage Harvesting Grass Forage - Jul 19, 2023",Grass Forage,22.80271765,ha,75.7316466,%,5.429806911,t/ha,123.8143539,t,22.37402275,t/ha,510.1885234,t,10.37026956,km/hr,7672.764,sec,10.69885422,ha/hr,211.2870651,l,9.265872095,l/ha,99.13421479,l/hr,---,---,239.3764078,t/hr,0.585997652,t/l,---,---,---,---,24.2683534,%,---,---,---,---,19.52008606,mm,0,l/t,---,---,---,---,---,---,---,---,---,---,"Jul 19, 2023","Jul 20, 2023"
Mcdonald,kelloe mains,stackyard,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,4TH CUT,"Forage Harvesting Grass Forage - Oct 3, 2023",Grass Forage,25.35174159,ha,63.77670202,%,5.792530065,t/ha,146.8507253,t,15.9911725,t/ha,405.4040729,t,8.82683322,km/hr,9724.516,sec,9.385042126,ha/hr,282.1168731,l,11.12826197,l/ha,104.4392074,l/hr,143.2417419,t/hr,143.2417419,t/hr,0.489121877,t/l,13.59253578,%,9.689813494,MJ/kg,36.22329798,%,51.82283365,%,27.23429379,%,16.54866943,mm,0,l/t,0,l,8.768289772,%,9.405641539,%,25.48259495,%,2.870014923,%,"Oct 03, 2023","Oct 03, 2023"
Mcdonald,kelloe mains,Tod Heugh,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,1ST Cut,"Forage Harvesting Grass Forage - May 18, 2023",Grass Forage,14.61473434,ha,65.7664306,%,7.346697544,t/ha,107.3700329,t,21.46050696,t/ha,313.639608,t,10.19937916,km/hr,5297.619,sec,9.931451019,ha/hr,145.3134159,l,9.942939264,l/ha,98.74781429,l/hr,---,---,213.1339738,t/hr,0.738885892,t/l,12.84949871,%,10.1270352,MJ/kg,34.2335694,%,48.96865558,%,27.17972361,%,21.9964,mm,0,l/t,---,---,11.50692475,%,9.041211204,%,26.76457341,%,2.920550972,%,"May 18, 2023","May 18, 2023"
Mcdonald,kelloe mains,Tod Heugh,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,2ND CUT,"Forage Harvesting Grass Forage - Jun 13, 2023",Grass Forage,14.7643503,ha,44.386135,%,1.06967378,t/ha,15.7930384,t,1.923394068,t/ha,28.39766379,t,13.17390245,km/hr,3303.708,sec,16.08848636,ha/hr,54.0868638,l,3.663341948,l/ha,58.93762696,l/hr,---,---,30.94449922,t/hr,0.291993976,t/l,20.42532014,%,---,---,55.613865,%,34.34967955,%,15.06748885,%,27.63615301,mm,0,l/t,---,---,14.59583825,%,12.11170781,%,14.56135926,%,---,---,"Jun 13, 2023","Jun 13, 2023"
Mcdonald,kelloe mains,Tod Heugh,8400i - SK16 GTY (R Wood),1Z08400YJGR515326,Unknown Operator,3RD CUT,"Forage Harvesting Grass Forage - Jul 20, 2023",Grass Forage,14.7185856,ha,70.68313631,%,3.531688181,t/ha,51.9814548,t,12.04660982,t/ha,177.3090579,t,12.20454803,km/hr,3718.676,sec,14.24886389,ha/hr,101.5201814,l,6.897414205,l/ha,98.28031617,l/hr,---,---,171.6505036,t/hr,0.512030203,t/l,---,---,---,---,29.31686369,%,---,---,---,---,17.9832,mm,0,l/t,---,---,---,---,---,---,---,---,---,---,"Jul 20, 2023","Jul 20, 2023"
Mcdonald,kelloe mains,Tod Heugh,8400i - SK16 GTY (R Wood),1Z08400YJGR515326,David,grass,"Forage Harvesting Grass Forage - Oct 3, 2023",Grass Forage,16.57092096,ha,64.256641,%,4.327866066,t/ha,71.71672652,t,12.10816831,t/ha,200.6435,t,8.925486682,km/hr,5751.948,sec,10.37075133,ha/hr,141.5587521,l,8.543071755,l/ha,88.5980728,l/hr,---,---,125.5777347,t/hr,0.506621635,t/l,---,---,---,---,35.743359,%,---,---,---,---,16,mm,0,l/t,---,---,---,---,---,---,---,---,---,---,"Oct 03, 2023","Oct 03, 2023"
Mcdonald,kelloe mains,Todheugh east,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,1ST Cut,"Forage Harvesting Grass Forage - May 18, 2023",Grass Forage,5.346026714,ha,66.93898998,%,6.985203848,t/ha,37.34308638,t,21.12822277,t/ha,112.9520434,t,8.931980967,km/hr,2339.092,sec,8.227224312,ha/hr,57.00320308,l,10.66353304,l/ha,87.73127825,l/hr,---,---,173.835352,t/hr,0.655054008,t/l,11.56336521,%,10.10135089,MJ/kg,33.06101002,%,48.58545246,%,27.12552555,%,21.99435674,mm,0,l/t,---,---,12.75699783,%,8.791556793,%,27.31035431,%,2.800071548,%,"May 18, 2023","May 19, 2023"
Mcdonald,kelloe mains,Todheugh east,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,2ND CUT,"Forage Harvesting Grass Forage - Jun 13, 2023",Grass Forage,5.378144869,ha,35.05957651,%,0.845158919,t/ha,4.545387104,t,1.301437339,t/ha,6.999318544,t,13.62019105,km/hr,1255.177,sec,15.42517233,ha/hr,17.60432742,l,3.27330852,l/ha,50.49134801,l/hr,---,---,20.07489522,t/hr,0.258197146,t/l,23.52149189,%,---,---,64.94042349,%,27.34391552,%,14.8148695,%,16.9926,mm,0,l/t,---,---,15.21423546,%,8.150159584,%,12.11828274,%,---,---,"Jun 13, 2023","Jun 13, 2023"
Mcdonald,kelloe mains,Todheugh east,8400i - SK16 GTY (R Wood),1Z08400YJGR515326,Unknown Operator,3RD CUT,"Forage Harvesting Grass Forage - Jul 20, 2023",Grass Forage,5.409811945,ha,77.04058663,%,4.618132934,t/ha,24.98323071,t,20.11433333,t/ha,108.8147607,t,10.48603024,km/hr,1702.95,sec,11.43622714,ha/hr,44.53012254,l,8.231362384,l/ha,94.13572986,l/hr,---,---,230.0320846,t/hr,0.56104114,t/l,---,---,---,---,22.95941337,%,---,---,---,---,17.9832,mm,0,l/t,---,---,---,---,---,---,---,---,---,---,"Jul 20, 2023","Jul 20, 2023"
Mcdonald,kelloe mains,Todheugh east,8400i - SK16 GTY (R Wood),1Z08400YJGR515326,David,grass,"Forage Harvesting Grass Forage - Oct 4, 2023",Grass Forage,6.04524175,ha,63.79440734,%,3.434297026,t/ha,20.76115577,t,9.485542906,t/ha,57.3424,t,9.284177224,km/hr,2217.909,sec,9.795195089,ha/hr,53.60485342,l,8.882798287,l/ha,87.00874215,l/hr,---,---,92.94748417,t/hr,0.385923269,t/l,---,---,---,---,36.20559266,%,---,---,---,---,16,mm,0,l/t,---,---,---,---,---,---,---,---,---,---,"Oct 04, 2023","Oct 04, 2023"
Mcdonald,kelloe mains,Todheugh haugh,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,1ST Cut,"Forage Harvesting Grass Forage - May 19, 2023",Grass Forage,1.792748507,ha,70.94083944,%,6.503650339,t/ha,11.65940944,t,22.38072337,t/ha,40.12300841,t,8.767196634,km/hr,845.814,sec,7.630394656,ha/hr,19.45543427,l,10.85229422,l/ha,82.80728786,l/hr,---,---,170.773752,t/hr,0.599288059,t/l,12.90754873,%,9.834060649,MJ/kg,29.05916056,%,51.09339964,%,27.64925251,%,21.9964,mm,0,l/t,---,---,8.738606255,%,9.170279268,%,27.87085273,%,2.903876304,%,"May 19, 2023","May 19, 2023"
Mcdonald,kelloe mains,Todheugh haugh,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,2ND CUT,"Forage Harvesting Grass Forage - Jun 13, 2023",Grass Forage,1.828716904,ha,35.08099383,%,1.134366469,t/ha,2.074435137,t,1.747356493,t/ha,3.195420355,t,12.55898732,km/hr,489.18,sec,13.45799267,ha/hr,7.504524398,l,4.103710303,l/ha,55.22770316,l/hr,---,---,23.51591086,t/hr,0.276424598,t/l,23.82493184,%,---,---,64.91900617,%,27.08917862,%,14.86455565,%,16.9926,mm,0,l/t,---,---,14.83730518,%,8.196581165,%,11.89744606,%,---,---,"Jun 13, 2023","Jun 13, 2023"
Mcdonald,kelloe mains,Todheugh haugh,8400i - SK16 GTY (R Wood),1Z08400YJGR515326,Unknown Operator,3RD CUT,"Forage Harvesting Grass Forage - Jul 21, 2023",Grass Forage,1.801135932,ha,83.09461269,%,4.023548276,t/ha,7.246957373,t,23.80039098,t/ha,42.86773939,t,9.821497228,km/hr,663.764,sec,9.765992856,ha/hr,16.88012967,l,9.374501497,l/ha,91.55131464,l/hr,---,---,232.4961582,t/hr,0.429012586,t/l,---,---,---,---,16.90538731,%,---,---,---,---,17.9832,mm,0,l/t,---,---,---,---,---,---,---,---,---,---,"Jul 21, 2023","Jul 21, 2023"
Mcdonald,kelloe mains,Todheugh haugh,8400i - SK16 GTY (R Wood),1Z08400YJGR515326,David,grass,"Forage Harvesting Grass Forage - Oct 4, 2023",Grass Forage,1.960407597,ha,74.2179497,%,3.64997928,t/ha,7.155447112,t,14.15705593,t/ha,27.7536,t,7.587539649,km/hr,916.973,sec,7.689091879,ha/hr,21.22044853,l,10.83491382,l/ha,83.31064786,l/hr,---,---,108.9273512,t/hr,0.337061643,t/l,---,---,---,---,25.7820503,%,---,---,---,---,16,mm,0,l/t,---,---,---,---,---,---,---,---,---,---,"Oct 04, 2023","Oct 04, 2023"
Mcdonald,kelloe mains,Todheugh middle,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,1ST Cut,"Forage Harvesting Grass Forage - May 19, 2023",Grass Forage,4.85629309,ha,67.95297225,%,7.299657951,t/ha,35.44927847,t,22.77795622,t/ha,110.6164314,t,9.223063494,km/hr,2036.069,sec,8.585459699,ha/hr,52.4733492,l,10.80629258,l/ha,92.77880913,l/hr,---,---,195.5681038,t/hr,0.675413779,t/l,11.96643022,%,9.955843321,MJ/kg,32.04702775,%,49.44845592,%,27.1700006,%,21.9964,mm,0,l/t,---,---,10.99213204,%,8.926920552,%,27.35287393,%,2.796588667,%,"May 19, 2023","May 19, 2023"
Mcdonald,kelloe mains,Todheugh middle,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,2ND CUT,"Forage Harvesting Grass Forage - Jun 13, 2023",Grass Forage,4.872520004,ha,35.45036147,%,0.860281889,t/ha,4.191740712,t,1.332744704,t/ha,6.493825228,t,13.15308327,km/hr,1140.542,sec,15.37959322,ha/hr,15.72472793,l,3.227226961,l/ha,49.6334379,l/hr,---,---,20.49707141,t/hr,0.26656985,t/l,23.93646002,%,---,---,64.54963853,%,26.80512861,%,15.32080903,%,16.9926,mm,0,l/t,---,---,14.45313556,%,7.950626153,%,12.07885386,%,---,---,"Jun 13, 2023","Jun 13, 2023"
Mcdonald,kelloe mains,Todheugh middle,8400i - SK16 GTY (R Wood),1Z08400YJGR515326,Unknown Operator,3RD CUT,"Forage Harvesting Grass Forage - Jul 21, 2023",Grass Forage,4.854015089,ha,79.42444113,%,4.304921047,t/ha,20.89615172,t,20.92249875,t/ha,101.5581246,t,10.82612103,km/hr,1464.558,sec,11.931555,ha/hr,38.63555061,l,7.959503608,l/ha,94.96925503,l/hr,---,---,249.6379445,t/hr,0.540722883,t/l,---,---,---,---,20.57555887,%,---,---,---,---,17.9832,mm,0,l/t,---,---,---,---,---,---,---,---,---,---,"Jul 21, 2023","Jul 21, 2023"
Mcdonald,kelloe mains,Wester field,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,1ST Cut,"Forage Harvesting Grass Forage - May 17, 2023",Grass Forage,17.90413263,ha,66.28307641,%,6.153101926,t/ha,110.165953,t,18.24929819,t/ha,326.7378552,t,10.32083781,km/hr,5398.348,sec,11.93950488,ha/hr,147.5157907,l,8.239366424,l/ha,98.37395559,l/hr,---,---,217.8876252,t/hr,0.74677524,t/l,12.13406241,%,10.40098204,MJ/kg,33.71692359,%,47.75119135,%,25.88349245,%,21.9964,mm,0,l/t,---,---,12.76180508,%,8.884626442,%,26.08148942,%,2.905236843,%,"May 17, 2023","May 17, 2023"
Mcdonald,kelloe mains,Wester field,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,2ND CUT,"Forage Harvesting Grass Forage - Jun 14, 2023",Grass Forage,18.04537056,ha,60.60296213,%,1.234888296,t/ha,22.28401691,t,3.134469907,t/ha,56.56267098,t,14.79938254,km/hr,3604.076,sec,18.02421906,ha/hr,74.37213071,l,4.121566649,l/ha,74.28802016,l/hr,---,---,56.49807309,t/hr,0.299620129,t/l,15.49291549,%,---,---,39.39703787,%,41.38874833,%,22.82719763,%,24.9936,mm,0,l/t,---,---,15.92739324,%,6.951124601,%,14.62743953,%,---,---,"Jun 14, 2023","Jun 14, 2023"
Mcdonald,kelloe mains,Wester field,8400i - SK16 GTY (R Wood),1Z08400YJGR515326,Unknown Operator,3RD CUT,"Forage Harvesting Grass Forage - Jul 20, 2023",Grass Forage,17.62747812,ha,72.04783669,%,3.583611579,t/ha,63.17003472,t,12.82051604,t/ha,225.993366,t,12.15328209,km/hr,4757.858,sec,13.3370421,ha/hr,128.543211,l,7.292570675,l/ha,97.26132215,l/hr,---,---,170.9859137,t/hr,0.491267812,t/l,---,---,---,---,27.95216331,%,---,---,---,---,17.9832,mm,0,l/t,---,---,---,---,---,---,---,---,---,---,"Jul 20, 2023","Jul 20, 2023"
Mcdonald,kelloe mains,Wester field,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,4TH CUT,"Forage Harvesting Grass Forage - Aug 31, 2023",Grass Forage,17.92989179,ha,69.59166859,%,3.98040905,t/ha,71.36830356,t,13.08986342,t/ha,234.6998347,t,9.555155229,km/hr,5816.284,sec,11.09694938,ha/hr,169.5336116,l,9.456035754,l/ha,104.9331501,l/hr,140.9601173,t/hr,140.9601173,t/hr,0.397726778,t/l,14.59810112,%,10.32181383,MJ/kg,30.40833141,%,48.921858,%,24.11886485,%,15.26810959,mm,0.991921605,l/t,232.5303665,l,8.973188741,%,9.15223387,%,23.49852658,%,3.156145834,%,"Aug 31, 2023","Sep 10, 2023"
Mcdonald,kelloe mains,Whitemire,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,RYE,"Forage Harvesting Boot stage WCS - Jul 11, 2023",Boot stage WCS,45.62631399,ha,59.28584992,%,15.36109115,t/ha,700.8699678,t,37.72912149,t/ha,1721.440743,t,6.844832374,km/hr,42331.997,sec,3.880095493,ha/hr,1144.875606,l,25.09282928,l/ha,97.3625738,l/hr,---,---,146.3934386,t/hr,0.612168806,t/l,---,---,---,---,40.71415008,%,---,---,---,---,12.9794,mm,0,l/t,---,---,---,---,---,---,---,---,---,---,"Jul 11, 2023","Jul 12, 2023"
