Clients,Farms,Fields,Machine Name,Equipment,Operators,Varieties,Work,Crop Type,Area Harvested,Unit,Moisture,Unit,Dry Yield,Unit,Total Dry Yield,Unit,Wet Weight,Unit,Total Wet Weight,Unit,Speed,Unit,Harvest Time,Unit,Productivity,Unit,Total Fuel,Unit,Fuel Rate (Area),Unit,Fuel Rate (Time),Unit,Throughput (Wet),Unit,Fuel Efficiency,Unit,Crude Protein,Unit,Metabolizable Energy,Unit,Dry Matter,Unit,Neutral Detergent Fiber,Unit,Acid Detergent Fiber,Unit,Length Of Cut,Unit,Inoculant Dosing High Rate,Unit,Sugar,Unit,Crude Ash,Unit,Crude Fiber,Unit,Crude Fat,Unit,First Harvested,Last Harvested
Mcdonald,kelloe mains,Lodge,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,3RD CUT,"Forage Harvesting Grass Forage - Jul 12, 2022",Grass Forage,17.34159178,ha,68.65854123,%,3.221450923,t/ha,55.86508683,t,10.27856089,t/ha,178.246607,t,11.5915516,km/hr,4519.427,sec,13.81194635,ha/hr,112.5396481,l,6.48778517,l/ha,89.64471228,l/hr,141.9542733,t/hr,0.496058039,t/l,13.53401847,%,---,---,31.33173762,%,46.65043375,%,26.23396564,%,12.60435041,mm,0,l/t,14.47400861,%,7.811915338,%,20.11723326,%,---,---,"Jul 12, 2022","Jul 12, 2022"
Mcdonald,kelloe mains,Lodge,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,2ND CUT,"Forage Harvesting Grass Forage - Aug 25, 2022",Grass Forage,4.454031441,ha,67.90544562,%,1.493326791,t/ha,6.651324479,t,4.652897726,t/ha,20.72415276,t,11.98667376,km/hr,1096.777,sec,14.61743413,ha/hr,20.89399947,l,4.691747165,l/ha,68.58130511,l/hr,68.014705,t/hr,0.318203829,t/l,14.56488546,%,9.675214819,MJ/kg,32.09455438,%,51.1871804,%,29.36526162,%,14.83793821,mm,0,l/t,8.931058707,%,9.786585943,%,25.77485918,%,2.756194139,%,"Aug 25, 2022","Aug 25, 2022"
Mcdonald,kelloe mains,Lodge,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,4TH CUT,"Forage Harvesting Grass Forage - Aug 25, 2022",Grass Forage,14.32463065,ha,65.85777024,%,1.821449843,t/ha,26.09159625,t,5.334888363,t/ha,76.42030538,t,13.1459547,km/hr,3071.089,sec,16.78949088,ha/hr,67.87516468,l,4.737729256,l/ha,79.56480352,l/hr,89.57558944,t/hr,0.384329964,t/l,14.27326992,%,9.659376156,MJ/kg,34.14222976,%,51.59981059,%,29.05115444,%,13.81168498,mm,0,l/t,8.463770935,%,9.670248316,%,25.91058302,%,2.740182704,%,"Aug 25, 2022","Aug 25, 2022"
Mcdonald,kelloe mains,Lodge,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,5TH CUT,"Forage Harvesting Grass Forage - Oct 8, 2022",Grass Forage,17.36503749,ha,70.36903657,%,1.06807662,t/ha,18.54719055,t,3.604596329,t/ha,62.59395038,t,13.16204496,km/hr,3922.675,sec,15.93625873,ha/hr,90.25510796,l,5.197632761,l/ha,82.83082046,l/hr,57.44392508,t/hr,0.205483446,t/l,15.79930268,%,---,---,29.63096343,%,44.32068259,%,23.119514,%,16.9926,mm,0,l/t,15.28064858,%,7.77076196,%,17.65737662,%,---,---,"Oct 08, 2022","Oct 08, 2022"
Mcdonald,kelloe mains,Manderston,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,RYE,"Forage Harvesting Boot stage WCS - Jun 19, 2022",Boot stage WCS,12.86088638,ha,67.06105389,%,11.82670392,t/ha,152.1018954,t,35.90492507,t/ha,461.7691617,t,6.714153863,km/hr,12421.754,sec,3.727207774,ha/hr,361.2417155,l,28.0888442,l/ha,104.6929585,l/hr,133.8260069,t/hr,0.421041241,t/l,---,---,---,---,32.93894611,%,---,---,---,---,14.94270666,mm,0,l/t,---,---,---,---,---,---,---,---,"Jun 19, 2022","Jun 19, 2022"
Mcdonald,kelloe mains,Megs mantle,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,1ST Cut,"Forage Harvesting Grass Forage - May 13, 2022",Grass Forage,29.21170139,ha,62.10415356,%,5.269427762,t/ha,153.9289503,t,13.90502722,t/ha,406.189503,t,11.71967809,km/hr,8659.707,sec,12.14354814,ha/hr,231.6863641,l,7.931478994,l/ha,96.31629695,l/hr,168.8554151,t/hr,0.664332206,t/l,13.70848499,%,10.39703548,MJ/kg,37.89584644,%,46.39834017,%,27.56421874,%,15.10685662,mm,0,l/t,13.28963718,%,8.974815182,%,24.48204262,%,2.762774504,%,"May 13, 2022","May 13, 2022"
Mcdonald,kelloe mains,Megs mantle,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,2ND CUT,"Forage Harvesting Grass Forage - Jun 15, 2022",Grass Forage,29.06757054,ha,59.86117282,%,2.227675001,t/ha,64.75310023,t,5.54992549,t/ha,161.3228507,t,13.23614172,km/hr,6747.983,sec,15.50733811,ha/hr,139.4352665,l,4.796935688,l/ha,74.3877036,l/hr,86.06457106,t/hr,0.464395428,t/l,13.0072392,%,10.69636264,MJ/kg,40.13882718,%,43.15557399,%,22.99121517,%,15.9766,mm,---,---,16.19473103,%,9.641801135,%,23.02396529,%,2.861817085,%,"Jun 15, 2022","Jun 15, 2022"
Mcdonald,kelloe mains,Megs mantle,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,3RD CUT,"Forage Harvesting Grass Forage - Jul 13, 2022",Grass Forage,29.62943905,ha,64.80769948,%,3.008283229,t/ha,89.13374459,t,8.548128949,t/ha,253.2762657,t,12.78284887,km/hr,7200.427,sec,14.81353875,ha/hr,171.4749539,l,5.787434993,l/ha,85.73239254,l/hr,126.6297471,t/hr,0.519788118,t/l,14.02825951,%,---,---,35.19230052,%,46.11538677,%,25.40896313,%,12.9794,mm,0,l/t,14.87801409,%,7.381660228,%,19.21550049,%,---,---,"Jul 13, 2022","Jul 13, 2022"
Mcdonald,kelloe mains,Megs mantle,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,4TH CUT,"Forage Harvesting Grass Forage - Aug 26, 2022",Grass Forage,29.44989679,ha,71.94045828,%,1.033103314,t/ha,30.42478597,t,3.681825328,t/ha,108.4293759,t,13.51914564,km/hr,6681.396,sec,15.8676364,ha/hr,110.1924834,l,3.741752166,l/ha,59.37276287,l/hr,58.42199241,t/hr,0.276092492,t/l,15.69267711,%,9.830384663,MJ/kg,28.05954172,%,50.50485043,%,28.75282839,%,10.9982,mm,0,l/t,8.167458052,%,9.83321441,%,24.92034563,%,2.866378746,%,"Aug 26, 2022","Aug 26, 2022"
Mcdonald,kelloe mains,old town,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,1ST Cut,"Forage Harvesting Grass Forage - May 12, 2022",Grass Forage,20.61972539,ha,53.01129234,%,7.440534015,t/ha,153.4217681,t,15.83472793,t/ha,326.5077414,t,10.76478199,km/hr,6239.163,sec,11.89759129,ha/hr,166.0996042,l,8.055374217,l/ha,95.83955016,l/hr,188.3951211,t/hr,0.923673291,t/l,14.36339518,%,10.34169178,MJ/kg,46.98870766,%,46.78213367,%,29.68264099,%,16.9926,mm,---,---,12.98309508,%,9.18189463,%,24.80157531,%,2.852369987,%,"May 12, 2022","May 12, 2022"
Mcdonald,kelloe mains,old town,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,2ND CUT,"Forage Harvesting Grass Forage - Jun 14, 2022",Grass Forage,21.19252262,ha,53.97965844,%,2.254043299,t/ha,47.7688636,t,4.897928225,t/ha,103.7994547,t,12.90572727,km/hr,4868.68,sec,15.67017784,ha/hr,99.46026778,l,4.693177379,l/ha,73.54292416,l/hr,76.75140633,t/hr,0.480280867,t/l,13.42017966,%,10.86773966,MJ/kg,46.02034156,%,40.7720184,%,22.57115046,%,15.9766,mm,---,---,16.72076187,%,10.19137145,%,22.23703365,%,2.847993475,%,"Jun 14, 2022","Jun 14, 2022"
Mcdonald,kelloe mains,old town,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,3RD CUT,"Forage Harvesting Grass Forage - Jul 12, 2022",Grass Forage,21.41957988,ha,71.18407563,%,2.832087194,t/ha,60.66211789,t,9.82820179,t/ha,210.5159533,t,12.16715668,km/hr,5206.852,sec,14.80891872,ha/hr,129.9667516,l,6.067868803,l/ha,89.85857591,l/hr,145.54932,t/hr,0.466742929,t/l,13.22492115,%,---,---,28.81592437,%,47.26039862,%,26.96368238,%,12.9794,mm,0,l/t,13.9185956,%,8.060717011,%,20.73157675,%,---,---,"Jul 12, 2022","Jul 12, 2022"
Mcdonald,kelloe mains,old town,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,4TH CUT,"Forage Harvesting Grass Forage - Aug 25, 2022",Grass Forage,21.45195999,ha,51.1471336,%,1.721014641,t/ha,36.91913721,t,3.522852941,t/ha,75.57210034,t,15.99265846,km/hr,4017.325,sec,19.2235022,ha/hr,81.17155387,l,3.783875875,l/ha,72.73934619,l/hr,67.72157125,t/hr,0.454828514,t/l,13.5450245,%,9.374901438,MJ/kg,48.8528664,%,49.24668496,%,32.31606027,%,10.9982,mm,0,l/t,8.568304018,%,12.92565665,%,27.49421099,%,2.667747054,%,"Aug 25, 2022","Aug 25, 2022"
Mcdonald,kelloe mains,old town,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,5TH CUT,"Forage Harvesting Grass Forage - Oct 3, 2022",Grass Forage,21.42498431,ha,70.68614684,%,0.971424274,t/ha,20.81274982,t,3.313874394,t/ha,70.99970691,t,13.05882861,km/hr,4927.989,sec,15.65140335,ha/hr,100.8514559,l,4.707189251,l/ha,73.6741176,l/hr,51.86678478,t/hr,0.206360407,t/l,15.78674557,%,---,---,29.31385316,%,45.14446081,%,23.26400446,%,15.9766,mm,0,l/t,14.83256678,%,8.21826044,%,18.55042331,%,---,---,"Oct 03, 2022","Oct 03, 2022"
Mcdonald,kelloe mains,paradise,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,1ST Cut,"Forage Harvesting Grass Forage - May 12, 2022",Grass Forage,2.467421276,ha,80.08933766,%,3.056647241,t/ha,7.542036436,t,15.35181095,t/ha,37.87938497,t,9.991742338,km/hr,840.366,sec,10.57005709,ha/hr,18.87535018,l,7.649828738,l/ha,80.85912646,l/hr,162.2695181,t/hr,0.399570676,t/l,13.36983988,%,10.05362764,MJ/kg,19.91066234,%,47.47798166,%,28.92272962,%,16.9926,mm,---,---,9.065518694,%,10.02135724,%,26.03601715,%,2.67514393,%,"May 12, 2022","May 12, 2022"
Mcdonald,kelloe mains,paradise,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,2ND CUT,"Forage Harvesting Grass Forage - Jun 14, 2022",Grass Forage,2.486664121,ha,78.42292845,%,2.640206823,t/ha,6.565307578,t,12.23616846,t/ha,30.42724108,t,11.85462701,km/hr,666.389,sec,13.43358134,ha/hr,15.82458792,l,6.363781816,l/ha,85.48838066,l/hr,164.3755642,t/hr,0.414880161,t/l,12.9445458,%,10.13838701,MJ/kg,21.57707155,%,47.55139724,%,27.54102399,%,15.9766,mm,---,---,9.146803002,%,9.516468838,%,25.85104031,%,2.566290171,%,"Jun 14, 2022","Jun 14, 2022"
Mcdonald,kelloe mains,paradise,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,3RD CUT,"Forage Harvesting Grass Forage - Jul 12, 2022",Grass Forage,2.458171337,ha,67.65425021,%,2.31723807,t/ha,5.696168205,t,7.163964619,t/ha,17.61025248,t,12.48243518,km/hr,624.189,sec,14.17746358,ha/hr,11.67973754,l,4.751392778,l/ha,67.36269805,l/hr,101.5668474,t/hr,0.487696593,t/l,14.93398462,%,---,---,32.34574979,%,44.84601741,%,23.8284382,%,12.9794,mm,0,l/t,13.89558209,%,8.127796386,%,18.70311376,%,---,---,"Jul 12, 2022","Jul 12, 2022"
Mcdonald,kelloe mains,paradise,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,4TH CUT,"Forage Harvesting Grass Forage - Aug 25, 2022",Grass Forage,2.470417162,ha,69.80424429,%,1.453705678,t/ha,3.591259455,t,4.814271555,t/ha,11.89325907,t,12.98298319,km/hr,598.999,sec,14.84727317,ha/hr,10.66914227,l,4.318761396,l/ha,64.12183021,l/hr,71.47880491,t/hr,0.336602453,t/l,14.92798283,%,9.732367112,MJ/kg,30.19575571,%,50.65263599,%,28.78700697,%,16.22054262,mm,0,l/t,8.408399605,%,9.527371787,%,26.01572129,%,2.766967808,%,"Aug 25, 2022","Aug 25, 2022"
Mcdonald,kelloe mains,paradise,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,5TH CUT,"Forage Harvesting Grass Forage - Oct 8, 2022",Grass Forage,2.448258729,ha,71.27215743,%,0.76045729,t/ha,1.861796199,t,2.647108945,t/ha,6.480807581,t,12.43096217,km/hr,630.204,sec,13.98552123,ha/hr,11.5267758,l,4.70815264,l/ha,65.84596871,l/hr,37.02119836,t/hr,0.161517598,t/l,16.66539921,%,---,---,28.72784257,%,45.59066064,%,22.90286006,%,16.9926,mm,0,l/t,11.81219306,%,8.948046319,%,19.7748197,%,---,---,"Oct 08, 2022","Oct 08, 2022"
Mcdonald,kelloe mains,Robins croft,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,1ST Cut,"Forage Harvesting Grass Forage - May 13, 2022",Grass Forage,31.3870655,ha,65.94596597,%,7.504639784,t/ha,235.5486204,t,22.03744724,t/ha,691.6908,t,9.354733787,km/hr,12415.441,sec,9.100880776,ha/hr,337.1424268,l,10.74078934,l/ha,97.75832663,l/hr,200.5617876,t/hr,0.698639832,t/l,11.83322541,%,10.21960051,MJ/kg,34.05403403,%,46.73465343,%,28.27701403,%,16.92803276,mm,0,l/t,13.93128151,%,8.870936578,%,25.99389833,%,2.614334587,%,"May 13, 2022","May 13, 2022"
Mcdonald,kelloe mains,Robins croft,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,2ND CUT,"Forage Harvesting Grass Forage - Jun 15, 2022",Grass Forage,31.99024371,ha,62.58419591,%,2.738010261,t/ha,87.58961553,t,7.317790779,t/ha,234.0979104,t,11.9144847,km/hr,7943.191,sec,14.4985658,ha/hr,170.9150847,l,5.341939519,l/ha,77.46185442,l/hr,106.0974711,t/hr,0.512474345,t/l,11.63031809,%,10.95994197,MJ/kg,37.41580409,%,41.84572019,%,21.54772632,%,15.9766,mm,---,---,18.04966036,%,9.523389407,%,22.48470109,%,2.804912195,%,"Jun 15, 2022","Jun 15, 2022"
Mcdonald,kelloe mains,Robins croft,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,3RD CUT,"Forage Harvesting Grass Forage - Jul 13, 2022",Grass Forage,32.0299132,ha,64.5900999,%,3.237700026,t/ha,103.7032508,t,9.143488169,t/ha,292.8651324,t,12.25172692,km/hr,7760.392,sec,14.85824748,ha/hr,195.3390284,l,6.098742218,l/ha,90.61662119,l/hr,135.8578373,t/hr,0.530877867,t/l,12.48521601,%,---,---,35.4099001,%,46.47919095,%,26.13599704,%,12.9794,mm,0,l/t,16.12853034,%,6.919301784,%,19.46666415,%,---,---,"Jul 13, 2022","Jul 13, 2022"
Mcdonald,kelloe mains,Robins croft,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,4TH CUT,"Forage Harvesting Grass Forage - Aug 25, 2022",Grass Forage,32.10164395,ha,65.54526153,%,1.387461252,t/ha,44.53978712,t,4.026909836,t/ha,129.2704258,t,14.35319072,km/hr,6584.774,sec,17.55047603,ha/hr,123.7809993,l,3.855908422,l/ha,67.67302831,l/hr,70.67418453,t/hr,0.359827335,t/l,14.75370002,%,9.880439766,MJ/kg,34.45473847,%,49.93889106,%,29.38477232,%,10.9982,mm,0,l/t,9.962800169,%,9.813775941,%,24.91227139,%,2.801622345,%,"Aug 25, 2022","Aug 25, 2022"
Mcdonald,kelloe mains,Robins croft,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,5TH CUT,"Forage Harvesting Grass Forage - Oct 8, 2022",Grass Forage,32.59960132,ha,74.1014292,%,1.322501574,t/ha,43.11302406,t,5.106465465,t/ha,166.4687383,t,12.29094636,km/hr,7738.991,sec,15.16411106,ha/hr,168.2491744,l,5.16124107,l/ha,78.26563281,l/hr,77.43639831,t/hr,0.256168389,t/l,15.53996477,%,---,---,25.8985708,%,45.217815,%,23.45990899,%,16.7000491,mm,0,l/t,15.34058525,%,8.150613856,%,17.86805342,%,---,---,"Oct 08, 2022","Oct 08, 2022"
Mcdonald,kelloe mains,stackyard,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,OATS,"Forage Harvesting Boot stage WCS - Jul 14, 2022",Boot stage WCS,0.000588,ha,65.4,%,15.47569688,t/ha,0.00909971,t,44.72744763,t/ha,0.026299739,t,0.589174414,km/hr,8.165,sec,0.259252909,ha/hr,0.058647874,l,62.71847049,l/ha,25.85821766,l/hr,11.5957209,t/hr,0.15515839,t/l,---,---,---,---,34.6,%,---,---,---,---,12.9794,mm,---,---,---,---,---,---,---,---,---,---,"Jul 14, 2022","Jul 14, 2022"
Mcdonald,kelloe mains,stackyard,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,WINTER WHEAT,"Forage Harvesting Boot stage WCS - Jul 14, 2022",Boot stage WCS,25.65167461,ha,59.53885632,%,13.52802119,t/ha,347.0163978,t,33.43459914,t/ha,857.6534579,t,8.188000226,km/hr,20154.507,sec,4.581793969,ha/hr,557.7649667,l,21.74432837,l/ha,99.62803259,l/hr,153.189471,t/hr,0.622112445,t/l,---,---,---,---,40.46114368,%,---,---,---,---,12.97899901,mm,0,l/t,---,---,---,---,---,---,---,---,"Jul 14, 2022","Jul 15, 2022"
Mcdonald,kelloe mains,Tod Heugh,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,RYE,"Forage Harvesting Boot stage WCS - Jun 19, 2022",Boot stage WCS,14.68968708,ha,67.87580006,%,11.88538441,t/ha,174.5925779,t,36.99822699,t/ha,543.4923772,t,6.539147187,km/hr,14376.969,sec,3.678285284,ha/hr,417.3281812,l,28.40975363,l/ha,104.4991787,l/hr,136.090177,t/hr,0.418352462,t/l,---,---,---,---,32.12419994,%,---,---,---,---,14.98595165,mm,0,l/t,---,---,---,---,---,---,---,---,"Jun 19, 2022","Jun 20, 2022"
Mcdonald,kelloe mains,Todheugh east,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,RYE,"Forage Harvesting Boot stage WCS - Jun 20, 2022",Boot stage WCS,5.310026659,ha,70.24741157,%,13.10570603,t/ha,69.5916484,t,44.04896085,t/ha,233.9011564,t,5.820768218,km/hr,6127.021,sec,3.1199658,ha/hr,175.3061963,l,33.01418384,l/ha,103.0031245,l/hr,137.4312513,t/hr,0.396971983,t/l,---,---,---,---,29.75258843,%,---,---,---,---,14.986,mm,0,l/t,---,---,---,---,---,---,---,---,"Jun 20, 2022","Jun 20, 2022"
Mcdonald,kelloe mains,Todheugh haugh,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,RYE,"Forage Harvesting Boot stage WCS - Jun 20, 2022",Boot stage WCS,1.792948385,ha,70.58389064,%,10.26983807,t/ha,18.41328959,t,34.91229226,t/ha,62.59593802,t,6.820966755,km/hr,1924.716,sec,3.353541086,ha/hr,50.83102627,l,28.35052403,l/ha,95.07464716,l/hr,117.0798065,t/hr,0.362245088,t/l,---,---,---,---,29.41610936,%,---,---,---,---,14.986,mm,0,l/t,---,---,---,---,---,---,---,---,"Jun 20, 2022","Jun 20, 2022"
Mcdonald,kelloe mains,Todheugh middle,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,RYE,"Forage Harvesting Boot stage WCS - Jun 20, 2022",Boot stage WCS,4.816989437,ha,70.05022395,%,10.36468064,t/ha,49.92655718,t,34.60687194,t/ha,166.7009366,t,6.799447809,km/hr,4769.485,sec,3.635747979,ha/hr,132.0638513,l,27.41708006,l/ha,99.68159342,l/hr,125.8209123,t/hr,0.37800147,t/l,---,---,---,---,29.94977605,%,---,---,---,---,14.98582059,mm,0,l/t,---,---,---,---,---,---,---,---,"Jun 20, 2022","Jun 20, 2022"
Mcdonald,kelloe mains,Wester field,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,1ST Cut,"Forage Harvesting Grass Forage - May 12, 2022",Grass Forage,17.85009791,ha,62.2895502,%,5.895300951,t/ha,105.2316992,t,15.63306983,t/ha,279.0518272,t,10.44650459,km/hr,5326.222,sec,12.0646444,ha/hr,142.8554978,l,8.003236851,l/ha,96.55620664,l/hr,188.6102715,t/hr,0.736617932,t/l,12.29729783,%,10.521536,MJ/kg,37.7104498,%,44.69045299,%,26.75106402,%,16.5523474,mm,0,l/t,15.52247526,%,9.37236624,%,24.64885041,%,2.780568337,%,"May 12, 2022","May 13, 2022"
Mcdonald,kelloe mains,Wester field,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,2ND CUT,"Forage Harvesting Grass Forage - Jun 14, 2022",Grass Forage,17.96758448,ha,60.99838001,%,3.056928344,t/ha,54.92561827,t,7.837952229,t/ha,140.8290688,t,13.45294871,km/hr,3946.267,sec,16.39101058,ha/hr,96.02445811,l,5.344316494,l/ha,87.59874819,l/hr,128.4719579,t/hr,0.571996128,t/l,12.05880102,%,10.93619792,MJ/kg,39.00161999,%,42.84912926,%,23.50400286,%,15.9766,mm,---,---,17.81068323,%,8.818225648,%,22.58551868,%,2.90318985,%,"Jun 14, 2022","Jun 14, 2022"
Mcdonald,kelloe mains,Wester field,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,3RD CUT,"Forage Harvesting Grass Forage - Jul 12, 2022",Grass Forage,18.10730541,ha,75.15703873,%,3.246233885,t/ha,58.78054838,t,13.06701665,t/ha,236.6084612,t,11.25028237,km/hr,4761.473,sec,13.69036419,ha/hr,122.0294281,l,6.739237308,l/ha,92.26261313,l/hr,178.8922168,t/hr,0.481688665,t/l,14.13330147,%,---,---,24.84296127,%,45.71118968,%,25.6752955,%,12.9794,mm,0,l/t,14.64263995,%,8.223755542,%,18.9587777,%,---,---,"Jul 12, 2022","Jul 12, 2022"
Mcdonald,kelloe mains,Wester field,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,4TH CUT,"Forage Harvesting Grass Forage - Aug 25, 2022",Grass Forage,18.08359661,ha,61.82517494,%,1.887936272,t/ha,34.14067797,t,4.945500783,t/ha,89.4324412,t,16.64797125,km/hr,3245.344,sec,20.05979884,ha/hr,75.71256635,l,4.186809072,l/ha,83.98654776,l/hr,99.20575086,t/hr,0.450924855,t/l,15.12669746,%,9.914963755,MJ/kg,38.17482506,%,50.87736226,%,28.06635683,%,10.9982,mm,0,l/t,8.883593951,%,9.945398597,%,25.24790114,%,2.848888973,%,"Aug 25, 2022","Aug 25, 2022"
Mcdonald,kelloe mains,Wester field,8400i - SK19 LFR (R Wood),1Z08400YEKU619149,Unknown Operator,5TH CUT,"Forage Harvesting Grass Forage - Oct 8, 2022",Grass Forage,18.06694949,ha,68.5103243,%,0.996161515,t/ha,17.99759978,t,3.163454348,t/ha,57.15396991,t,14.09661289,km/hr,3888.278,sec,16.72746089,ha/hr,89.47147439,l,4.952218106,l/ha,82.83803467,l/hr,52.91655887,t/hr,0.201154613,t/l,15.97628045,%,---,---,31.4896757,%,41.9798038,%,21.37159632,%,16.9926,mm,0,l/t,18.18993784,%,7.301949288,%,15.84083659,%,---,---,"Oct 08, 2022","Oct 08, 2022"
Mcdonald,kelloe mains,Whitemire,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,WINTER WHEAT,"Forage Harvesting Boot stage WCS - Jun 15, 2022",Boot stage WCS,0.455451103,ha,62.1551142,%,7.989471991,t/ha,3.638813834,t,21.11110081,t/ha,9.615074158,t,11.38645342,km/hr,571.175,sec,2.870615788,ha/hr,10.48810671,l,23.02795323,l/ha,66.10440611,l/hr,60.60185927,t/hr,0.346946683,t/l,---,---,---,---,37.8448858,%,---,---,---,---,15.9766,mm,---,---,---,---,---,---,---,---,---,---,"Jun 15, 2022","Jun 15, 2022"
Mcdonald,Manderston,bothy,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,RYE(1),"Forage Harvesting Grass Forage - May 27, 2022",Grass Forage,6.537724987,ha,58.4543417,%,9.018671011,t/ha,58.96159082,t,21.70785439,t/ha,141.9199821,t,7.77780046,km/hr,3867.153,sec,6.08595457,ha/hr,108.7021595,l,16.62725708,l/ha,101.1927312,l/hr,132.1124881,t/hr,0.54238163,t/l,7.554285988,%,7.600833139,MJ/kg,41.5456583,%,63.52854186,%,42.27346692,%,12.98420566,mm,0,l/t,7.265254826,%,7.536876099,%,37.42225682,%,2.281970447,%,"May 27, 2022","May 27, 2022"
Mcdonald,Manderston,Crosshill,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,RYE(1),"Forage Harvesting Grass Forage - May 27, 2022",Grass Forage,2.731324576,ha,56.80372859,%,5.613286846,t/ha,15.33170831,t,12.99484113,t/ha,35.49312895,t,8.24735048,km/hr,1503.971,sec,6.536850041,ha/hr,39.78283335,l,14.56767443,l/ha,95.22670322,l/hr,84.95445563,t/hr,0.383350378,t/l,8.043641718,%,7.619844808,MJ/kg,43.19627141,%,63.69038832,%,41.71738344,%,12.9794,mm,0,l/t,6.449749672,%,7.352092233,%,37.11460942,%,2.302340583,%,"May 27, 2022","May 27, 2022"
Mcdonald,Manderston,Early Hill,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,RYE(1),"Forage Harvesting Grass Forage - May 27, 2022",Grass Forage,2.614793967,ha,60.01217137,%,5.021333775,t/ha,13.12975326,t,12.55715538,t/ha,32.83437414,t,8.631897188,km/hr,1346.765,sec,6.989532905,ha/hr,35.96898908,l,13.75595535,l/ha,96.14770259,l/hr,87.76865073,t/hr,0.365024984,t/l,8.279784794,%,7.614314982,MJ/kg,39.98782863,%,64.4633167,%,41.94134756,%,12.9794,mm,0,l/t,6.108744017,%,7.598844375,%,37.3641148,%,2.401704034,%,"May 27, 2022","May 27, 2022"
Mcdonald,Manderston,Eccilaws,8500i - SL22 SYY (R Wood),1Z08500YANU622386,Unknown Operator,RYE(1),"Forage Harvesting Grass Forage - May 27, 2022",Grass Forage,15.28338959,ha,57.38397531,%,4.033326036,t/ha,61.64289317,t,9.464341326,t/ha,144.6472157,t,9.781145701,km/hr,9259.945,sec,5.941578584,ha/hr,218.7847706,l,14.31559278,l/ha,85.05721946,l/hr,56.23388136,t/hr,0.28174016,t/l,7.87838501,%,7.664469195,MJ/kg,42.61602469,%,63.77094791,%,42.01268558,%,12.34787175,mm,0,l/t,6.912960946,%,7.169611543,%,36.97335298,%,2.23546169,%,"May 27, 2022","May 27, 2022"
